Hãng Sản Xuất,Độ Dày,Trọng Lượng,RAM,Bộ Nhớ,Dung Lượng Pin,Hệ Điều Hành,Giá Bán,Hãng CPU,Số Lõi,Xung nhịp tối đa,Cache,Loại Màn Hình,Độ Phân Giải,Số Cổng Giao Tiếp,Hãng GPU,Phân Loại
hp,16.1,1.34,16.0,1024.0,61.154671717171716,win 11,30990000.0,ryzen 7,3.0,5.1,16.0,led,2880x1800,4,amd,Laptop 2 trong 1 / Cảm ứng
hp,16.9,1.39,16.0,512.0,61.154671717171716,win 11,29990000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1080,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.51,8.0,512.0,61.154671717171716,win 11,25490000.0,core 7,10.0,5.4,12.0,ips,1920x1080,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.5,8.0,512.0,61.154671717171716,win 11,22490000.0,i5,10.0,5.0,12.0,ips,1920x1080,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,19.9,1.51,16.0,512.0,61.154671717171716,win 11,22990000.0,core 5,3.0,5.0,12.0,led/ips,1920x1080,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,17.0,1.6,16.0,1024.0,61.154671717171716,win 11,22290000.0,core 7,4.0,1.7,24.0,none,1366x768,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,17.0,1.6,16.0,512.0,61.154671717171716,win 11,21290000.0,core 7,4.0,1.7,24.0,none,1366x768,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,18.0,1.6,8.0,24.0,61.154671717171716,win 11,18190000.0,i5,10.0,4.6,12.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
hp,17.9,1.49,8.0,24.0,61.154671717171716,win 11,19890000.0,i7,14.0,5.0,12.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
hp,18.0,1.8,8.0,512.0,61.154671717171716,win 11,20890000.0,i5,8.0,4.6,12.0,ips,1920x1080,3,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,16.0,512.0,61.154671717171716,win 11,21790000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.38,16.0,512.0,61.154671717171716,win 11,25490000.0,i7,12.0,3.0,18.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,18.0,1.8,8.0,512.0,61.154671717171716,win 11,23890000.0,i7,14.0,5.0,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,18.0,1.8,8.0,512.0,61.154671717171716,win 11,20750000.0,i5,12.0,6.0,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
lenovo,17.0,1.8,8.0,512.0,38.0,win 11,14900000.0,i5,10.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
asus,24.75,2.4,16.0,1024.0,90.0,win 11,51400000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,24.75,2.4,16.0,512.0,61.154671717171716,win 11,41700000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,24.75,2.4,16.0,1024.0,61.154671717171716,win 11,21520000.0,i9,14.0,5.4,24.0,ips,2560x1600,4,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,21520000.0,i7,14.0,4.9,24.0,ips,1920x1080,5,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,21520000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,5,nvidia,Gaming
hp,18.6,1.59,8.0,16.0,61.154671717171716,win 11,18590000.0,core 5,4.0,5.0,12.0,ips,1920x1080,3,intel,Văn phòng / Học tập
hp,18.6,1.59,8.0,16.0,61.154671717171716,win 11,18950000.0,core 5,4.0,5.0,12.0,ips,1920x1080,3,intel,Văn phòng / Học tập
hp,18.6,1.59,8.0,24.0,61.154671717171716,win 11,21490000.0,core 7,4.0,5.4,12.0,ips,1920x1080,3,intel,Văn phòng / Học tập
hp,18.6,1.59,8.0,24.0,61.154671717171716,win 11,22890000.0,core 7,4.0,5.4,12.0,ips,1920x1080,3,intel,Văn phòng / Học tập
lenovo,15.98,1.6,16.0,16.0,61.154671717171716,win 11,35990000.0,i7,14.0,5.0,12.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
dell,26.95,2.81,16.0,1024.0,61.154671717171716,win 11,37290000.0,i7,16.0,4.9,24.0,ips,1920x1080,5,nvidia,Gaming
dell,22.0,2.1,512.0,512.0,42.0,win 11,17250000.0,i5,6.0,4.5,12.0,ips,1920x1080,0,intel,Văn phòng / Học tập
asus,11.35,1.0,16.0,32.0,61.154671717171716,win 11,42790000.0,ultra 7,12.0,4.8,12.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
asus,14.9,1.5,8.0,512.0,75.0,win 11,24890000.0,ultra 7,16.0,4.8,24.0,led,3200x2000,4,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.7,8.0,512.0,61.154671717171716,win 11,21690000.0,i9,14.0,5.4,24.0,led,2880x1620,4,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.6,8.0,512.0,61.154671717171716,win 11,15590000.0,i5,8.0,4.5,18.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
asus,19.9,1.8,8.0,512.0,61.154671717171716,win 11,14790000.0,i5,10.0,4.6,16.0,led,1920x1080,3,amd,Thiết kế đồ họa / Multimedia
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,33990000.0,i7,14.0,4.9,24.0,ips,1920x1080,5,nvidia,Gaming
lenovo,17.0,1.43,24.0,512.0,38.0,win 11,12890000.0,i5,8.0,4.6,12.0,ips,1920x1080,7,intel,Di động / Mỏng nhẹ / Ultrabook
msi,20.0,2.0,16.0,2048.0,99.0,win 11,21520000.0,i7,10.0,4.6,16.0,led/ips,3840x2400,5,nvidia,Thiết kế đồ họa / Multimedia
msi,20.0,2.0,16.0,2048.0,99.0,win 11,21520000.0,i7,10.0,4.6,16.0,led/ips,3840x2400,6,nvidia,Thiết kế đồ họa / Multimedia
msi,20.0,2.0,16.0,2048.0,90.0,win 11,21520000.0,i7,10.0,4.6,16.0,ips,2560x1600,6,nvidia,Thiết kế đồ họa / Multimedia
msi,20.0,2.0,16.0,2048.0,90.0,win 11,21520000.0,i7,10.0,4.6,16.0,ips,2560x1600,6,nvidia,Thiết kế đồ họa / Multimedia
msi,20.0,2.0,16.0,1024.0,65.0,win 11,21520000.0,i7,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Thiết kế đồ họa / Multimedia
msi,16.9,0.99,32.0,1024.0,75.0,win 11,33990000.0,ultra 7,16.0,4.8,24.0,led,2560x1600,5,intel,Thiết kế đồ họa / Multimedia
msi,16.9,1.6,32.0,1024.0,99.0,win 11,55990000.0,ultra 9,16.0,5.1,24.0,led,3840x2400,6,nvidia,Thiết kế đồ họa / Multimedia
msi,19.95,1.99,32.0,2048.0,99.9,win 11,21520000.0,ultra 9,16.0,5.1,30.0,ips,2560x1600,5,nvidia,Thiết kế đồ họa / Multimedia
msi,24.75,2.3,16.0,1024.0,65.0,win 11,21520000.0,i7,20.0,5.5,30.0,ips,2560x1600,4,nvidia,Thiết kế đồ họa / Multimedia
msi,21.5,1.85,8.0,512.0,53.0,win 11,18790000.0,i7,14.0,4.9,24.0,ips,1920x1080,6,nvidia,Kỹ thuật / Lập trình
msi,21.7,1.86,72.0,512.0,61.154671717171716,win 11,17490000.0,i5,8.0,4.4,12.0,ips,1920x1080,3,nvidia,Kỹ thuật / Lập trình
msi,24.9,2.25,88.0,512.0,61.154671717171716,win 11,28490000.0,ryzen 7,8.0,5.1,16.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
msi,21.7,1.86,72.0,512.0,61.154671717171716,win 11,15450000.0,i5,8.0,4.4,12.0,ips,1920x1080,3,nvidia,Kỹ thuật / Lập trình
lenovo,19.5,2.3,32.0,1024.0,99.99,win 11,64400000.0,ryzen 7,10.0,4.6,16.0,ips,3200x2000,6,nvidia,Gaming
acer,19.0,2.1,96.0,4096.0,61.154671717171716,win 11,31290000.0,i9,14.0,5.4,24.0,ips,1920x1080,7,nvidia,Gaming
asus,19.9,1.7,8.0,512.0,61.154671717171716,win 11,19990000.0,i7,14.0,5.0,24.0,led,1366x768,4,intel,Thiết kế đồ họa / Multimedia
lenovo,19.5,2.3,16.0,512.0,80.0,win 11,39800000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,23990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
dell,18.9,1.9,8.0,2048.0,61.154671717171716,win 11,15490000.0,i5,8.0,4.4,12.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.48,16.0,1024.0,61.154671717171716,win 11,21890000.0,ultra 5,12.0,4.5,18.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
asus,20.0,2.1,64.0,512.0,61.154671717171716,win 11,41890000.0,i7,10.0,4.9,24.0,ips,2560x1600,5,nvidia,Gaming
asus,24.75,2.4,16.0,512.0,61.154671717171716,win 11,37590000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
msi,21.5,1.85,8.0,512.0,52.0,win 11,16890000.0,i5,8.0,4.4,12.0,ips,1920x1080,6,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,19990000.0,i5,8.0,4.5,18.0,ips,1920x1080,4,nvidia,Gaming
lenovo,15.0,1.49,16.0,512.0,71.0,win 11,28490000.0,ultra 7,12.0,4.8,24.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.4,8.0,1024.0,61.154671717171716,win 11,19490000.0,core 5,4.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.4,8.0,512.0,61.154671717171716,win 11,18490000.0,core 5,4.0,5.0,12.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
dell,22.0,2.1,16.0,1024.0,61.154671717171716,win 11,30990000.0,core 7,4.0,5.0,24.0,wva,2560x1600,4,nvidia,Thiết kế đồ họa / Multimedia
dell,22.0,2.1,16.0,1024.0,42.0,win 11,24990000.0,i7,10.0,5.0,24.0,ips,1920x1200,0,intel,Kỹ thuật / Lập trình
dell,19.9,2.1,16.0,512.0,61.154671717171716,win 11,19490000.0,i5,10.0,4.6,12.0,ips,1920x1200,4,intel,Kỹ thuật / Lập trình
dell,22.0,2.1,8.0,512.0,42.0,win 11,15890000.0,i3,5.0,4.5,10.0,ips,1920x1080,0,intel,Văn phòng / Học tập
msi,22.0,2.3,16.0,1024.0,65.0,win 11,33790000.0,i7,20.0,5.5,33.0,ips,1920x1200,6,nvidia,Gaming
asus,14.9,1.3,8.0,1024.0,61.154671717171716,win 11,24990000.0,ultra 5,12.0,4.5,18.0,led,2880x1800,2,intel,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,1024.0,61.154671717171716,win 11,22490000.0,i7,10.0,4.6,16.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,1024.0,61.154671717171716,win 11,27590000.0,i7,10.0,4.6,16.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,28790000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
asus,14.9,1.2,16.0,1024.0,61.154671717171716,win 11,34990000.0,i5,10.0,4.6,16.0,led,2880x1800,2,intel,Thiết kế đồ họa / Multimedia
dell,16.49,1.56,16.0,512.0,61.154671717171716,win 11,23550000.0,i7,14.0,5.4,12.0,wva,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
dell,16.49,1.56,8.0,512.0,61.154671717171716,win 11,20990000.0,i5,8.0,5.0,12.0,wva,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.9,1.9,16.0,512.0,57.0,win 11,25450000.0,ryzen 5,10.0,4.6,16.0,led,2048x1280,5,intel,Thiết kế đồ họa / Multimedia
acer,14.9,1.32,16.0,2048.0,61.154671717171716,win 11,24990000.0,ultra 7,12.0,4.8,24.0,ips,2880x1800,4,intel,Thiết kế đồ họa / Multimedia
acer,14.9,1.32,16.0,2048.0,61.154671717171716,win 11,22290000.0,ultra 5,12.0,4.5,18.0,ips,2880x1800,4,intel,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,1024.0,61.154671717171716,win 11,25990000.0,i7,14.0,5.0,24.0,ips,1920x1200,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.51,8.0,256.0,61.154671717171716,win 11,15790000.0,i3,6.0,4.5,10.0,ips,1920x1080,4,intel,Laptop 2 trong 1 / Cảm ứng
hp,17.9,1.74,8.0,24.0,61.154671717171716,win 11,19590000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,nvidia,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.22,16.0,512.0,61.154671717171716,win 11,20990000.0,i5,10.0,4.6,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,15.98,1.6,16.0,512.0,47.0,win 11,22490000.0,i7,14.0,5.0,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.3,16.0,256.0,61.154671717171716,win 11,14890000.0,i3,3.0,4.5,10.0,ips,1920x1080,4,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.79,8.0,256.0,61.154671717171716,win 11,18990000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,14990000.0,i3,6.0,4.5,10.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,256.0,61.154671717171716,win 11,14490000.0,i3,6.0,4.5,10.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
lenovo,16.1,1.7,80.0,512.0,71.0,win 11,17990000.0,i5,8.0,4.7,18.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,20.9,2.4,16.0,512.0,80.0,win 11,32890000.0,i5,12.0,4.7,18.0,ips,2560x1600,7,nvidia,Gaming
dell,21.9,2.0,16.0,512.0,61.154671717171716,no os,24790000.0,i3,10.0,4.6,16.0,ips,1920x1080,5,intel,Kỹ thuật / Lập trình
lenovo,23.65,2.4,16.0,512.0,60.0,win 11,29200000.0,i7,14.0,4.9,24.0,ips,1920x1080,7,nvidia,Gaming
lenovo,19.9,1.9,16.0,512.0,57.0,win 11,21590000.0,ryzen 5,10.0,4.6,16.0,led,2048x1280,5,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.63,48.0,1024.0,45.0,win 11,12490000.0,i3,6.0,4.4,10.0,ips,1920x1080,3,intel,Văn phòng / Học tập
dell,17.98,1.65,8.0,512.0,61.154671717171716,win 11,15890000.0,i5,8.0,4.6,12.0,led/wva,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
dell,22.0,2.1,8.0,1024.0,54.0,win 11,21490000.0,i7,14.0,5.0,24.0,led,1920x1080,2,intel,Thiết kế đồ họa / Multimedia
lenovo,15.0,1.32,16.0,1024.0,75.0,win 11,45990000.0,ultra 7,12.0,4.8,24.0,led,2880x1800,4,intel,Thiết kế đồ họa / Multimedia
dell,17.98,1.62,8.0,512.0,61.154671717171716,win 11,21290000.0,i7,14.0,5.0,12.0,led/wva,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
asus,17.25,1.39,16.0,16.0,75.0,win 11,44890000.0,ultra 7,12.0,5.6,24.0,led,2880x1800,3,intel,Thiết kế đồ họa / Multimedia
lenovo,15.0,1.4,32.0,512.0,65.0,win 11,28490000.0,ultra 7,12.0,4.8,24.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.46,32.0,1024.0,57.0,win 11,25990000.0,ultra 7,16.0,4.8,24.0,led,1920x1200,6,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.62,16.0,1024.0,47.0,win 11,14790000.0,ryzen 7,8.0,4.5,16.0,ips,1920x1080,5,amd,Kỹ thuật / Lập trình
lenovo,19.9,1.62,16.0,1024.0,47.0,win 11,12950000.0,ryzen 5,6.0,4.3,16.0,ips,1920x1080,5,amd,Văn phòng / Học tập
lenovo,19.9,1.79,32.0,1024.0,57.0,win 11,19790000.0,core 5,10.0,5.0,12.0,ips,1920x1200,6,intel,Kỹ thuật / Lập trình
asus,19.9,1.46,8.0,512.0,42.0,win 11,17890000.0,i7,10.0,5.0,24.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
dell,21.9,2.0,8.0,256.0,61.154671717171716,ubuntu,14190000.0,i3,10.0,4.6,16.0,ips,1920x1080,3,intel,Kỹ thuật / Lập trình
lenovo,17.9,1.37,16.0,512.0,47.0,win 11,17090000.0,i7,10.0,4.9,24.0,ips,1920x1080,6,intel,Di động / Mỏng nhẹ / Ultrabook
asus,24.9,2.3,8.0,512.0,90.0,win 11,17590000.0,ryzen 5,6.0,4.55,16.0,ips,1920x1080,5,nvidia,Gaming
asus,19.9,1.7,8.0,512.0,61.154671717171716,win 11,20290000.0,i7,14.0,5.0,24.0,led,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.9,16.0,1024.0,57.0,win 11,26450000.0,ryzen 5,10.0,4.6,16.0,led,1920x1200,6,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.9,16.0,512.0,57.0,win 11,20890000.0,ryzen 5,10.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
acer,19.7,1.7,8.0,1024.0,48.0,win 11,11690000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,4,intel,Kỹ thuật / Lập trình
asus,24.9,2.3,16.0,512.0,90.0,win 11,25390000.0,ryzen 5,8.0,4.55,16.0,ips,1920x1080,5,nvidia,Gaming
lenovo,15.0,1.4,16.0,1024.0,61.154671717171716,win 11,29490000.0,i7,10.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,512.0,61.154671717171716,win 11,22890000.0,i7,10.0,5.0,12.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
lenovo,19.5,2.3,16.0,1024.0,61.154671717171716,win 11,42790000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,25490000.0,ryzen 7,10.0,4.6,16.0,none,1920x1080,0,nvidia,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,32990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,0,nvidia,Kỹ thuật / Lập trình
lenovo,19.9,1.9,16.0,512.0,61.154671717171716,win 11,20190000.0,ryzen 5,10.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.9,16.0,512.0,61.154671717171716,win 11,16450000.0,ryzen 5,10.0,4.6,16.0,ips,1920x1080,5,intel,Kỹ thuật / Lập trình
lenovo,19.5,2.3,16.0,512.0,61.154671717171716,win 11,40990000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,19.5,2.3,16.0,512.0,61.154671717171716,win 11,39990000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,6,nvidia,Thiết kế đồ họa / Multimedia
lenovo,19.5,2.3,16.0,1024.0,61.154671717171716,win 11,45990000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,15.0,1.4,16.0,1024.0,65.0,win 11,24990000.0,i7,10.0,4.6,16.0,led,1920x1200,5,intel,Thiết kế đồ họa / Multimedia
lenovo,19.5,2.3,16.0,1024.0,61.154671717171716,win 11,53990000.0,ryzen 7,10.0,4.6,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,18990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
msi,22.42,1.98,16.0,512.0,61.154671717171716,win 11,21520000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
msi,22.42,1.98,24.0,512.0,61.154671717171716,win 11,27990000.0,ultra 7,12.0,5.6,24.0,ips,1920x1080,4,nvidia,Kỹ thuật / Lập trình
lenovo,15.98,1.6,16.0,512.0,61.154671717171716,no os,24790000.0,i7,14.0,5.0,24.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
dell,21.9,2.0,8.0,512.0,61.154671717171716,ubuntu,21520000.0,i3,10.0,4.6,16.0,led,1920x1080,3,intel,Thiết kế đồ họa / Multimedia
lenovo,19.9,1.79,16.0,512.0,57.0,win 11,17990000.0,core 5,4.0,5.0,24.0,ips,1920x1200,5,intel,Văn phòng / Học tập
lenovo,25.0,2.5,16.0,512.0,61.154671717171716,win 11,19890000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
dell,18.99,19.0,8.0,512.0,61.154671717171716,win 11,15250000.0,i5,10.0,4.4,12.0,led/wva,1920x1080,4,intel,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,18490000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,29990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
lenovo,25.0,2.5,16.0,512.0,60.0,win 11,32990000.0,ryzen 7,10.0,4.6,16.0,ips,1920x1080,7,nvidia,Kỹ thuật / Lập trình
hp,17.9,1.36,8.0,512.0,61.154671717171716,win 11,11990000.0,i3,6.0,4.5,10.0,ips,1920x1080,3,intel,Di động / Mỏng nhẹ / Ultrabook
asus,14.9,1.2,16.0,1024.0,61.154671717171716,win 11,31190000.0,i5,10.0,4.6,16.0,led,2880x1800,2,intel,Thiết kế đồ họa / Multimedia
dell,21.9,2.0,8.0,256.0,61.154671717171716,no os,21790000.0,i3,10.0,4.6,16.0,wva,1920x1080,5,intel,Kỹ thuật / Lập trình
asus,24.9,2.3,48.0,512.0,61.154671717171716,win 11,21520000.0,ryzen 7,8.0,4.75,16.0,ips,1920x1080,5,nvidia,Gaming
asus,24.75,2.4,16.0,1024.0,90.0,win 11,67990000.0,i9,10.0,4.6,16.0,led,2560x1600,3,nvidia,Gaming
asus,24.75,2.4,16.0,1024.0,90.0,win 11,79990000.0,i9,10.0,4.6,16.0,led,2560x1600,3,nvidia,Gaming
asus,24.75,2.4,16.0,512.0,90.0,win 11,52990000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,24.9,2.3,16.0,512.0,61.154671717171716,win 11,41990000.0,i7,14.0,4.9,24.0,ips,1920x1080,6,nvidia,Gaming
dell,21.9,2.0,8.0,256.0,61.154671717171716,win 11,15550000.0,i3,10.0,4.6,16.0,wva/ips,1920x1080,4,intel,Kỹ thuật / Lập trình
hp,16.1,1.34,16.0,16.0,61.154671717171716,win 11,23990000.0,i5,3.0,4.4,12.0,led,2880x1800,3,intel,Laptop 2 trong 1 / Cảm ứng
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,15390000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,intel,Kỹ thuật / Lập trình
hp,18.6,1.59,8.0,512.0,61.154671717171716,win 11,15850000.0,i5,8.0,4.6,12.0,ips,1920x1080,4,intel,Kỹ thuật / Lập trình
hp,19.9,1.37,16.0,16.0,61.154671717171716,win 11,18890000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.37,16.0,16.0,61.154671717171716,win 11,21520000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.41,16.0,16.0,61.154671717171716,win 11,20990000.0,i5,3.0,4.6,12.0,ips,1920x1080,8,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.41,16.0,32.0,61.154671717171716,win 11,20890000.0,i5,3.0,4.6,12.0,ips,1920x1080,8,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.41,16.0,32.0,61.154671717171716,win 11,21520000.0,i5,3.0,4.6,12.0,ips,1920x1080,8,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.37,16.0,16.0,61.154671717171716,win 11,21520000.0,i7,3.0,4.7,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.37,16.0,32.0,61.154671717171716,win 11,21520000.0,i7,3.0,4.7,12.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,15.9,1.3,16.0,16.0,61.154671717171716,win 11,14990000.0,i3,3.0,4.5,10.0,ips,1920x1080,5,intel,Di động / Mỏng nhẹ / Ultrabook
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,28990000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,nvidia,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,21890000.0,i7,3.0,5.0,12.0,ips,1920x1080,4,intel,Thiết kế đồ họa / Multimedia
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,23190000.0,i5,3.0,4.6,12.0,ips,1920x1080,4,nvidia,Thiết kế đồ họa / Multimedia
lenovo,15.98,1.6,16.0,512.0,57.0,no os,20890000.0,i5,12.0,4.7,18.0,ips,1920x1200,6,intel,Di động / Mỏng nhẹ / Ultrabook
hp,23.5,2.29,16.0,12.0,61.154671717171716,win 11,19290000.0,i5,3.0,4.4,12.0,ips,1920x1080,5,nvidia,Văn phòng / Học tập
lenovo,22.55,2.4,16.0,512.0,61.154671717171716,win 11,35990000.0,ryzen 7,8.0,5.1,16.0,ips,2560x1600,7,nvidia,Thiết kế đồ họa / Multimedia
hp,16.1,1.3,16.0,8.0,61.154671717171716,win 11,24990000.0,i7,3.0,4.7,12.0,led,2880x1800,3,intel,Laptop 2 trong 1 / Cảm ứng
asus,19.9,1.8,8.0,512.0,50.0,win 11,16990000.0,i5,10.0,4.6,16.0,ips,1920x1080,4,amd,Kỹ thuật / Lập trình
hp,19.9,1.79,8.0,512.0,61.154671717171716,win 11,23450000.0,i7,3.0,5.0,12.0,ips,1920x1080,5,intel,Thiết kế đồ họa / Multimedia
asus,24.75,2.4,16.0,2048.0,61.154671717171716,win 11,21520000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,24.75,2.4,16.0,1024.0,61.154671717171716,win 11,65990000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,24.75,2.4,16.0,2048.0,61.154671717171716,win 11,21520000.0,i9,10.0,4.6,16.0,ips,2560x1600,5,nvidia,Gaming
asus,14.9,1.2,16.0,512.0,61.154671717171716,win 11,25890000.0,i5,10.0,4.6,16.0,led,2880x1800,2,intel,Thiết kế đồ họa / Multimedia
